over_number,wickets_fallen,batsman_avg,bowler_econ,strike_rate,match_phase,runs_in_over
2,1,32.4,8.93,118.0,0,6.0
8,2,24.6,8.67,149.6,1,17.0
20,5,16.8,7.38,129.9,2,6.0
1,0,40.2,8.13,95.3,0,8.0
8,3,30.7,7.62,127.4,1,18.0
3,1,36.6,8.21,110.4,0,12.0
19,9,32.5,8.08,129.9,2,2.0
14,4,35.7,7.39,145.8,1,12.0
16,6,29.3,7.58,139.5,2,16.0
15,6,32.4,5.78,135.3,1,5.0
14,2,31.3,9.0,108.3,1,9.0
16,6,35.2,8.36,134.2,2,12.0
1,1,35.5,5.23,103.8,0,4.0
18,7,54.5,8.95,131.5,2,20.0
15,4,45.5,7.94,116.8,1,15.0
15,6,17.8,6.88,151.0,1,6.0
8,2,30.9,6.77,122.7,1,6.0
17,4,28.8,7.17,134.6,2,10.0
8,2,42.2,6.88,134.7,1,7.0
1,1,29.5,7.04,128.5,0,10.0
19,6,35.7,10.04,132.1,2,12.0
5,1,13.3,8.45,136.1,0,8.0
3,0,19.9,8.0,112.1,0,14.0
13,3,48.7,8.27,138.1,1,10.0
5,0,32.4,8.7,147.3,0,8.0
18,3,24.0,6.94,137.9,2,9.0
9,1,33.9,7.8,122.9,1,7.0
1,0,23.6,7.9,133.5,0,6.0
20,6,32.4,8.74,122.7,2,17.0
11,2,20.4,7.94,127.6,1,2.0
6,1,32.4,8.42,106.2,0,12.0
14,5,28.7,8.38,157.6,1,14.0
11,3,41.0,7.64,129.9,1,9.0
1,0,35.7,7.51,115.9,0,6.0
16,7,37.1,7.2,145.7,2,10.0
9,5,31.8,9.3,159.2,1,9.0
14,5,38.6,7.64,110.8,1,8.0
18,8,25.0,8.39,86.8,2,10.0
13,1,26.1,7.81,160.3,1,12.0
14,3,35.3,9.28,129.8,1,10.0
6,1,29.8,5.61,119.6,0,3.0
5,1,31.9,8.36,130.9,0,7.0
9,1,30.7,6.49,122.6,1,10.0
18,6,42.0,8.47,189.2,2,13.0
11,6,42.4,7.82,119.4,1,3.0
7,0,27.0,6.23,136.5,1,6.0
16,4,17.9,8.41,155.8,2,17.0
18,5,26.3,8.27,155.7,2,8.0
19,4,32.4,7.72,151.9,2,12.0
6,1,38.7,7.87,121.5,0,11.0
15,1,39.4,8.19,127.0,1,11.0
12,9,23.8,9.41,86.5,1,3.0
9,6,26.0,7.62,128.5,1,5.0
8,1,20.2,9.22,130.7,1,7.0
3,0,33.1,7.96,144.8,0,14.0
6,0,31.6,9.55,165.9,0,8.0
11,5,38.3,7.72,144.2,1,9.0
18,6,36.0,7.2,151.4,2,16.0
18,4,36.9,6.68,129.7,2,8.0
4,0,19.7,8.0,155.7,0,10.0
14,5,32.4,7.05,130.2,1,9.0
2,1,39.6,9.69,152.8,0,16.0
14,6,27.7,6.95,146.1,1,8.0
7,2,32.4,7.17,137.9,1,3.0
9,0,38.5,8.7,99.2,1,17.0
15,5,27.4,9.42,151.9,1,7.0
9,4,40.5,8.88,137.6,1,11.0
17,9,31.9,9.27,144.1,2,6.0
11,6,29.8,7.9,136.3,1,6.0
20,3,42.9,7.92,139.7,2,14.0
13,6,21.6,10.41,156.0,1,16.0
6,0,43.5,8.0,120.5,0,12.0
16,5,26.9,8.86,139.4,2,13.0
9,2,33.3,9.33,114.5,1,10.0
11,3,33.4,9.03,141.5,1,4.0
3,0,28.6,6.55,135.0,0,7.0
3,0,25.9,7.95,129.9,0,6.0
12,2,29.0,9.8,129.9,1,10.0
4,1,23.9,8.86,118.6,0,5.0
20,8,47.7,7.92,129.9,2,9.0
18,7,28.2,9.81,137.1,2,14.0
15,4,41.3,8.44,135.4,1,12.0
15,6,40.2,8.0,91.6,1,14.0
12,8,34.9,8.45,137.4,1,7.0
2,0,30.9,8.65,123.9,0,12.0
8,1,33.6,8.74,121.7,1,9.0
10,3,36.6,8.0,107.5,1,13.0
19,5,32.8,9.72,129.1,2,13.0
5,1,19.5,7.46,119.5,0,6.0
10,7,17.5,8.43,155.5,1,4.0
7,1,44.1,9.53,129.9,1,10.0
3,0,10.9,7.84,110.7,0,10.0
3,1,33.6,6.43,109.4,0,10.0
8,1,30.1,6.91,135.2,1,9.0
2,1,33.3,6.99,153.5,0,12.0
2,1,22.9,8.0,140.1,0,9.0
8,4,34.8,7.1,108.1,1,4.0
5,0,33.6,9.23,121.4,0,10.0
12,5,54.1,7.67,113.8,1,8.0
1,1,33.0,9.51,140.2,0,18.0
7,0,32.4,8.0,121.0,1,5.0
10,4,20.0,7.58,101.7,1,7.0
20,9,40.2,8.13,141.7,2,9.0
13,1,33.8,8.97,155.3,1,12.0
18,6,34.2,9.37,126.4,2,12.0
7,5,34.3,7.35,132.4,1,6.0
9,1,45.7,9.19,99.9,1,8.0
9,4,34.0,5.98,88.8,1,6.0
18,6,25.7,9.05,93.0,2,14.0
20,7,27.1,6.39,129.1,2,8.0
20,7,38.5,8.54,123.8,2,8.0
16,3,35.6,9.36,140.9,2,11.0
11,1,19.8,9.06,126.0,1,8.0
11,3,36.1,6.03,149.8,1,4.0
20,7,23.3,7.46,147.4,2,8.0
6,5,35.5,8.86,123.6,0,4.0
7,3,25.6,8.83,109.9,1,9.0
18,8,29.7,8.33,91.7,2,4.0
8,3,27.6,5.36,158.7,1,4.0
5,0,44.2,9.44,111.1,0,12.0
12,4,35.2,9.65,100.1,1,11.0
7,2,42.1,8.2,132.6,1,10.0
18,4,55.2,8.27,100.2,2,24.0
19,6,32.4,8.6,132.6,2,19.0
7,5,44.0,9.75,123.3,1,9.0
11,0,26.4,8.3,148.5,1,10.0
20,7,42.0,7.77,146.7,2,16.0
15,4,25.5,8.46,152.1,1,8.0
5,3,31.9,8.0,134.1,0,7.0
12,2,36.3,8.0,112.8,1,14.0
13,4,37.6,5.88,109.3,1,7.0
14,5,21.8,8.63,119.4,1,6.0
1,1,25.1,9.41,169.9,0,4.0
6,1,36.9,9.22,125.0,0,10.0
18,1,29.1,9.14,133.2,2,14.0
5,3,20.8,7.94,160.4,0,12.0
6,3,31.4,8.17,135.1,0,9.0
7,2,32.4,9.43,115.0,1,7.0
4,2,33.4,9.04,144.6,0,12.0
4,2,36.2,9.78,121.4,0,12.0
7,2,35.7,7.19,135.8,1,8.0
18,7,25.9,7.19,140.2,2,6.0
1,0,28.7,7.6,120.1,0,11.0
6,2,39.4,6.87,133.7,0,12.0
2,0,27.7,6.41,162.0,0,4.0
12,2,28.8,8.56,117.5,1,8.0
6,3,20.0,8.48,156.3,0,7.0
16,4,31.8,8.3,118.2,2,18.0
12,6,34.8,8.42,166.0,1,8.0
16,9,32.4,6.24,112.9,2,5.0
13,4,23.4,7.42,122.1,1,6.0
9,1,20.6,7.65,160.2,1,5.0
18,9,38.3,8.06,161.0,2,15.0
10,0,16.7,6.25,129.9,1,4.0
19,6,31.4,6.89,108.4,2,4.0
20,7,37.7,7.48,131.6,2,13.0
12,3,33.5,9.27,130.0,1,6.0
14,2,28.5,8.31,112.9,1,10.0
6,2,34.8,9.23,143.9,0,10.0
17,9,32.4,7.85,114.5,2,11.0
14,4,31.1,8.0,104.2,1,7.0
19,6,14.1,8.6,97.6,2,7.0
6,1,41.2,7.79,164.2,0,7.0
16,7,35.2,7.25,119.8,2,9.0
10,5,31.7,6.21,120.2,1,3.0
4,2,16.2,7.28,109.4,0,9.0
4,0,29.6,9.0,157.4,0,8.0
12,4,25.0,9.51,102.4,1,6.0
7,3,22.3,7.07,105.9,1,5.0
3,0,30.9,8.0,123.6,0,3.0
9,4,27.7,9.11,129.6,1,4.0
14,3,28.2,8.08,143.2,1,7.0
7,3,37.9,6.38,116.5,1,12.0
20,7,34.0,4.27,160.9,2,5.0
16,4,28.0,6.84,116.6,2,7.0
11,2,27.0,7.44,109.8,1,9.0
19,1,28.4,6.62,107.9,2,7.0
9,3,30.0,8.83,114.5,1,5.0
3,2,36.7,7.02,106.6,0,8.0
1,0,23.7,8.01,145.0,0,4.0
19,9,43.7,10.85,110.0,2,11.0
20,7,36.7,8.14,127.3,2,8.0
15,7,10.1,7.86,109.4,1,4.0
3,0,32.7,7.89,106.5,0,8.0
6,1,40.3,8.8,152.1,0,16.0
1,0,35.1,8.65,162.1,0,8.0
2,0,28.7,6.8,155.4,0,9.0
5,1,31.5,7.51,100.6,0,6.0
12,3,33.4,7.2,103.3,1,8.0
2,0,38.2,7.66,169.6,0,8.0
20,5,20.7,10.19,124.9,2,11.0
10,5,27.2,8.74,102.5,1,9.0
6,0,45.1,7.9,151.6,0,15.0
11,4,32.3,9.49,131.3,1,9.0
16,3,44.2,8.23,141.4,2,16.0
7,2,55.9,6.03,85.2,1,10.0
1,0,28.1,10.0,123.5,0,10.0
2,1,22.4,7.81,149.0,0,9.0
18,7,29.9,5.29,117.2,2,5.0
3,0,32.4,6.08,154.7,0,14.0
13,6,41.9,9.35,103.7,1,7.0
8,1,50.2,6.1,127.7,1,11.0
16,4,31.7,9.62,162.9,2,16.0
2,0,35.9,8.1,107.0,0,11.0
18,4,26.3,8.86,135.4,2,13.0
14,7,11.9,7.69,141.7,1,2.0
9,2,31.7,8.63,131.8,1,3.0
5,2,22.8,8.38,125.0,0,10.0
20,6,37.1,7.95,129.9,2,9.0
7,3,16.9,6.72,133.9,1,7.0
10,3,26.1,8.43,127.9,1,7.0
8,5,34.1,5.82,101.3,1,4.0
5,3,35.0,9.12,152.0,0,9.0
9,2,31.6,8.24,111.8,1,5.0
4,0,46.9,8.56,101.8,0,9.0
1,1,44.6,4.86,118.1,0,14.0
6,1,26.5,6.65,112.1,0,12.0
3,0,32.4,7.39,124.8,0,14.0
9,2,46.1,8.81,105.2,1,12.0
18,3,31.0,6.87,139.0,2,12.0
4,1,32.4,11.06,129.9,0,15.0
1,0,31.6,7.68,132.1,0,13.0
3,1,26.8,6.78,101.1,0,7.0
11,1,27.6,7.78,111.7,1,8.0
6,0,42.6,6.86,134.4,0,14.0
10,2,35.5,6.58,90.7,1,7.0
1,1,27.6,9.21,105.3,0,7.0
7,0,24.6,8.62,97.0,1,4.0
9,0,25.9,8.62,132.3,1,6.0
9,1,30.7,9.53,173.2,1,16.0
12,1,39.3,8.58,104.8,1,7.0
16,8,25.1,6.72,146.3,2,6.0
10,2,39.2,8.85,118.7,1,9.0
17,6,33.6,6.65,103.6,2,9.0
11,1,33.1,7.43,161.3,1,8.0
6,1,40.2,7.95,173.2,0,15.0
5,2,38.7,7.82,138.2,0,12.0
7,5,32.4,5.85,137.3,1,6.0
12,3,23.3,6.84,131.2,1,11.0
5,1,30.2,7.97,127.0,0,9.0
19,4,32.4,7.27,136.8,2,10.0
10,5,42.9,9.35,143.5,1,12.0
18,4,32.5,9.56,163.3,2,16.0
14,5,45.6,6.66,119.5,1,6.0
7,1,26.3,8.07,132.5,1,10.0
5,2,27.7,9.9,128.2,0,10.0
15,7,29.6,7.84,150.5,1,6.0
7,3,25.5,7.51,178.0,1,8.0
5,1,41.3,9.03,151.2,0,14.0
19,3,10.0,7.67,146.0,2,17.0
10,3,28.0,8.0,148.2,1,11.0
1,1,41.2,7.29,155.3,0,6.0
10,9,29.5,7.43,178.3,1,6.0
10,7,40.6,8.95,96.3,1,13.0
18,3,32.4,8.12,142.0,2,19.0
15,4,32.6,8.13,129.9,1,4.0
4,0,41.4,5.71,149.0,0,9.0
4,1,51.4,7.58,141.0,0,20.0
13,2,35.2,9.04,119.1,1,11.0
1,1,31.6,7.06,76.6,0,5.0
7,5,39.2,8.84,129.7,1,11.0
3,0,41.5,8.0,129.9,0,19.0
1,0,31.7,7.76,128.7,0,9.0
19,6,28.1,9.63,117.6,2,10.0
2,0,45.7,7.59,129.9,0,10.0
1,1,29.8,7.68,129.9,0,15.0
19,2,41.5,7.75,114.0,2,5.0
4,1,34.1,8.0,146.2,0,9.0
17,3,46.6,8.92,128.4,2,11.0
1,1,25.2,6.23,95.5,0,4.0
4,1,25.2,9.04,133.5,0,5.0
3,1,38.8,8.08,138.3,0,9.0
15,4,23.0,8.66,162.4,1,13.0
13,2,32.9,10.87,148.6,1,10.0
10,2,44.4,7.39,112.0,1,14.0
5,3,17.7,6.53,158.5,0,5.0
2,0,35.2,8.23,102.3,0,11.0
12,2,41.7,8.42,130.6,1,12.0
5,1,31.8,9.05,145.1,0,13.0
12,5,24.6,7.35,159.2,1,4.0
14,4,29.9,7.0,167.8,1,7.0
17,6,25.3,6.16,129.9,2,14.0
10,4,32.6,6.36,127.3,1,9.0
1,0,29.8,7.5,141.6,0,5.0
6,2,27.9,7.86,134.5,0,10.0
18,5,35.7,10.48,115.8,2,12.0
11,4,44.6,5.97,127.7,1,6.0
13,3,34.6,8.4,166.0,1,11.0
10,2,42.7,7.13,142.9,1,10.0
4,1,32.4,8.27,129.9,0,8.0
18,5,27.3,8.0,108.4,2,16.0
16,5,34.2,9.24,122.4,2,11.0
20,6,28.6,9.24,138.3,2,10.0
18,7,20.1,7.86,144.8,2,5.0
6,1,34.8,9.73,127.7,0,9.0
6,0,23.6,8.91,146.0,0,9.0
5,3,35.9,9.67,145.9,0,13.0
19,7,19.6,7.95,102.2,2,9.0
12,3,33.4,9.14,145.1,1,9.0
10,6,19.4,7.08,151.5,1,7.0
20,4,37.4,6.96,135.9,2,13.0
13,4,28.9,10.62,93.2,1,12.0
19,9,28.1,6.7,129.9,2,6.0
20,7,41.0,7.48,138.8,2,14.0
2,0,29.4,5.72,112.7,0,11.0
8,4,32.9,6.98,148.4,1,7.0
15,4,30.4,8.0,144.6,1,10.0
17,2,36.1,7.2,132.7,2,20.0
3,1,40.3,8.36,130.3,0,8.0
7,0,38.7,8.65,133.9,1,5.0
11,4,28.3,6.79,129.9,1,4.0
16,7,41.7,7.05,104.3,2,13.0
3,3,24.7,9.3,121.4,0,4.0
13,4,26.1,10.05,131.4,1,12.0
6,2,31.0,9.51,158.4,0,10.0
5,1,40.4,6.02,143.8,0,11.0
11,4,22.6,9.43,159.4,1,7.0
9,0,39.1,10.22,101.9,1,12.0
13,3,31.6,5.96,122.9,1,5.0
7,1,28.5,9.3,171.5,1,7.0
17,4,40.8,8.27,115.1,2,14.0
2,1,25.6,7.61,114.7,0,8.0
18,3,50.3,8.13,124.6,2,17.0
1,0,30.6,8.53,170.4,0,15.0
15,7,33.2,9.39,116.6,1,5.0
7,2,32.4,9.33,141.1,1,9.0
8,4,33.4,6.19,137.8,1,4.0
1,0,41.5,7.22,91.4,0,3.0
15,6,16.4,8.11,129.7,1,8.0
4,2,28.5,9.89,118.9,0,10.0
14,6,35.2,4.73,143.6,1,4.0
15,3,40.7,8.0,164.8,1,3.0
17,5,38.2,6.17,123.1,2,11.0
15,3,37.4,6.36,123.1,1,12.0
7,2,40.5,9.18,180.4,1,11.0
15,3,35.8,7.36,129.9,1,9.0
17,6,32.4,5.2,103.1,2,6.0
7,2,43.5,7.81,157.6,1,13.0
3,1,25.3,10.44,129.0,0,9.0
18,4,34.5,5.83,135.7,2,15.0
3,0,32.4,8.0,129.9,0,9.0
12,2,32.4,9.88,101.9,1,13.0
5,0,23.2,7.94,126.1,0,10.0
3,3,16.5,10.31,105.3,0,7.0
16,3,24.0,7.21,136.7,2,12.0
3,0,38.6,9.74,118.9,0,15.0
14,9,20.4,9.45,106.5,1,6.0
14,3,25.0,7.96,144.6,1,4.0
2,0,35.3,6.22,130.2,0,5.0
4,0,23.8,6.8,105.0,0,5.0
16,5,27.7,5.19,106.2,2,9.0
11,6,32.7,8.71,134.2,1,9.0
3,0,34.3,8.57,96.6,0,14.0
20,1,23.6,8.1,134.5,2,13.0
6,4,33.1,7.85,156.8,0,7.0
1,1,35.2,9.63,143.3,0,12.0
19,7,21.8,8.36,117.5,2,9.0
1,0,33.7,8.0,135.5,0,10.0
12,4,26.3,8.18,105.0,1,8.0
20,6,33.0,10.46,132.7,2,14.0
12,3,37.8,8.75,123.5,1,5.0
12,4,30.6,7.53,109.2,1,8.0
8,4,39.3,7.95,142.5,1,6.0
3,1,38.3,8.56,90.5,0,8.0
12,5,39.3,7.49,106.3,1,9.0
18,9,35.2,7.39,108.7,2,6.0
2,0,40.8,7.99,119.9,0,12.0
18,7,35.1,9.82,156.0,2,16.0
9,1,18.7,8.95,145.1,1,7.0
11,3,25.7,7.51,132.1,1,6.0
4,2,30.3,9.04,131.2,0,4.0
13,1,31.3,8.01,129.8,1,8.0
4,1,34.9,8.0,157.4,0,24.0
6,2,25.5,8.3,93.7,0,6.0
15,4,32.4,5.47,145.4,1,8.0
2,0,31.2,4.34,119.8,0,3.0
9,4,31.9,8.27,140.1,1,5.0
12,3,32.4,6.98,140.2,1,4.0
3,2,32.4,6.03,144.7,0,6.0
6,1,31.0,7.01,161.7,0,8.0
7,2,32.2,9.11,102.6,1,6.0
14,4,31.3,8.43,150.1,1,5.0
20,3,45.2,8.93,128.7,2,14.0
17,7,31.0,8.54,120.8,2,12.0
4,0,31.3,6.9,170.7,0,8.0
1,0,38.5,8.93,144.0,0,6.0
2,1,30.6,8.0,121.7,0,16.0
12,5,36.3,7.86,149.1,1,12.0
4,2,21.8,8.07,129.1,0,9.0
5,2,21.8,8.95,121.3,0,7.0
17,5,33.0,7.1,117.9,2,19.0
18,9,30.1,9.31,136.1,2,14.0
17,6,25.5,8.68,117.7,2,18.0
6,1,33.0,8.0,129.9,0,7.0
13,7,33.7,9.84,147.7,1,13.0
13,0,26.3,6.45,132.2,1,4.0
4,2,27.8,7.45,169.5,0,12.0
12,6,33.7,7.18,130.3,1,4.0
11,6,23.8,8.43,157.0,1,5.0
8,1,32.4,9.42,149.5,1,6.0
16,7,36.3,6.82,160.5,2,8.0
14,4,31.8,11.97,169.4,1,13.0
11,4,28.2,7.2,94.8,1,5.0
15,6,24.8,8.43,135.3,1,6.0
16,6,23.9,8.0,127.8,2,7.0
12,5,30.9,8.06,132.2,1,6.0
6,1,48.2,7.05,122.1,0,6.0
16,6,36.5,9.28,119.1,2,11.0
15,5,21.3,6.98,108.0,1,4.0
20,4,37.7,5.88,131.9,2,9.0
3,1,25.9,6.65,148.7,0,6.0
9,2,32.0,9.73,120.1,1,17.0
19,1,27.3,9.5,123.4,2,11.0
11,5,48.2,5.59,116.0,1,4.0
19,9,22.9,8.98,110.1,2,8.0
1,0,34.5,5.62,125.3,0,11.0
1,0,26.5,7.97,136.9,0,6.0
16,2,37.9,6.55,155.1,2,10.0
8,3,34.3,9.07,106.2,1,7.0
11,4,42.0,8.67,129.4,1,8.0
9,1,37.7,9.18,153.6,1,9.0
9,2,26.5,7.65,106.4,1,8.0
19,6,55.3,7.77,155.3,2,13.0
2,2,36.4,6.2,121.2,0,4.0
16,4,27.6,6.76,144.2,2,12.0
18,9,33.6,9.14,125.6,2,13.0
14,5,37.0,8.44,139.2,1,11.0
8,3,36.7,8.13,162.2,1,15.0
4,1,36.0,9.51,129.9,0,15.0
14,3,39.7,6.44,149.9,1,17.0
10,1,38.9,8.86,135.5,1,8.0
3,0,25.2,8.0,114.3,0,8.0
8,4,48.9,9.77,129.9,1,18.0
20,6,47.8,8.65,125.8,2,16.0
6,1,38.4,9.16,101.8,0,12.0
4,1,32.3,7.16,139.2,0,4.0
14,3,32.4,10.62,143.2,1,17.0
4,1,29.4,10.4,146.2,0,11.0
19,2,30.4,8.52,158.6,2,14.0
18,7,14.5,9.41,149.1,2,12.0
20,6,44.2,7.64,129.9,2,11.0
19,7,41.4,6.48,122.2,2,12.0
5,4,18.6,8.95,146.8,0,11.0
5,3,39.1,6.9,137.8,0,12.0
7,0,31.9,9.57,129.6,1,8.0
10,1,30.4,9.26,112.5,1,15.0
18,4,35.9,8.28,119.4,2,13.0
15,9,18.1,8.22,141.7,1,4.0
13,2,31.9,9.19,91.0,1,11.0
18,7,32.6,8.33,83.2,2,8.0
13,4,32.6,7.51,143.9,1,8.0
8,3,21.1,6.18,119.3,1,2.0
9,4,35.6,9.15,139.4,1,12.0
11,4,40.5,8.44,161.5,1,11.0
2,1,35.3,11.31,109.7,0,10.0
15,9,30.2,7.88,96.6,1,6.0
14,5,53.5,8.36,124.5,1,13.0
15,3,32.4,8.39,116.3,1,6.0
11,3,38.2,8.78,129.5,1,10.0
16,3,33.9,6.84,140.8,2,9.0
19,5,48.1,7.91,136.5,2,13.0
12,1,35.1,8.99,130.9,1,12.0
9,3,36.8,7.6,151.2,1,12.0
3,3,36.0,8.95,143.4,0,13.0
16,4,23.5,8.12,126.4,2,11.0
19,4,32.4,8.48,129.9,2,8.0
14,7,29.8,9.38,99.1,1,10.0
18,6,39.7,8.0,151.3,2,13.0
18,2,33.9,6.26,130.4,2,13.0
16,9,30.3,7.68,106.0,2,8.0
11,3,43.0,7.01,121.7,1,11.0
2,1,16.1,5.45,150.8,0,3.0
1,1,32.4,7.87,114.6,0,12.0
5,0,12.0,8.24,138.2,0,10.0
9,2,41.7,9.22,147.6,1,13.0
15,5,31.2,6.63,130.5,1,8.0
10,2,39.7,8.11,112.7,1,13.0
1,1,31.1,9.35,128.7,0,7.0
5,2,40.2,7.31,101.8,0,7.0
20,7,31.0,8.64,120.2,2,7.0
20,6,35.3,9.92,107.9,2,14.0
8,1,34.1,5.77,129.1,1,4.0
17,2,34.7,8.33,104.6,2,15.0
15,1,45.5,9.4,131.7,1,18.0
19,2,19.0,7.58,152.7,2,11.0
18,6,31.5,9.66,153.9,2,17.0
13,5,33.6,8.0,105.1,1,5.0
8,2,32.4,10.12,116.7,1,14.0
13,0,28.8,8.7,147.1,1,6.0
7,5,27.7,10.22,144.1,1,20.0
7,1,44.2,8.36,117.7,1,7.0
13,5,31.4,6.36,120.3,1,7.0
12,3,51.5,7.24,131.6,1,4.0
12,5,36.2,9.22,93.3,1,12.0
8,2,29.7,8.0,140.5,1,4.0
9,4,36.4,8.0,151.7,1,5.0
1,0,32.9,10.17,122.2,0,14.0
13,3,42.7,7.58,101.6,1,10.0
12,3,22.7,8.55,158.3,1,5.0
19,3,17.6,8.52,134.4,2,11.0
11,2,34.9,6.4,144.2,1,9.0
10,0,38.7,7.87,103.6,1,14.0
2,1,32.4,10.86,103.7,0,15.0
4,1,37.4,6.89,138.3,0,7.0
7,3,32.4,8.75,150.6,1,10.0
8,3,20.2,6.61,107.4,1,5.0
8,1,34.2,6.88,128.0,1,5.0
8,1,42.5,6.3,98.3,1,11.0
16,5,33.4,9.13,116.0,2,13.0
3,2,21.5,6.95,124.9,0,4.0
7,0,29.3,9.52,139.8,1,13.0
4,3,36.5,7.36,87.9,0,7.0
7,3,46.4,8.0,156.4,1,15.0
14,6,16.3,8.49,126.6,1,2.0
1,0,34.9,6.06,155.9,0,6.0
7,1,24.5,8.24,144.0,1,9.0
1,0,36.1,8.42,147.0,0,11.0
20,6,36.7,9.37,170.4,2,18.0
15,4,30.1,8.0,129.9,1,6.0
5,0,32.4,7.02,132.7,0,15.0
4,2,41.1,8.79,110.2,0,12.0
2,1,30.7,9.69,128.0,0,5.0
10,2,21.3,7.29,144.4,1,3.0
16,4,43.4,6.52,152.5,2,13.0
12,6,38.6,7.62,122.4,1,5.0
18,3,36.5,6.78,105.9,2,13.0
7,1,26.5,8.48,131.5,1,6.0
6,4,39.9,6.7,113.0,0,4.0
10,2,48.3,9.17,118.4,1,10.0
5,1,31.0,8.26,143.4,0,4.0
20,3,32.8,9.2,139.7,2,14.0
4,0,23.5,5.09,146.7,0,1.0
10,2,26.2,5.89,123.3,1,2.0
11,2,23.4,9.55,150.2,1,9.0
2,1,33.0,7.14,130.3,0,7.0
10,3,32.4,6.24,124.3,1,4.0
10,1,35.0,7.76,108.0,1,13.0
6,1,24.9,8.29,88.2,0,8.0
3,2,30.7,7.81,98.7,0,12.0
1,2,24.4,8.56,134.3,0,10.0
1,0,33.5,8.4,111.8,0,11.0
10,2,18.9,8.34,97.1,1,8.0
2,0,33.2,9.62,121.6,0,6.0
20,4,29.8,7.98,135.6,2,2.0
5,1,33.4,8.0,138.3,0,5.0
14,3,18.8,8.96,129.4,1,4.0
14,4,32.4,8.66,128.8,1,9.0
10,3,29.6,6.92,119.2,1,10.0
18,5,33.7,7.89,142.7,2,12.0
3,1,17.0,8.53,126.5,0,9.0
5,1,22.1,7.3,128.5,0,8.0
6,2,28.9,7.35,150.8,0,13.0
3,1,43.0,6.33,145.8,0,17.0
6,5,36.2,4.54,126.3,0,5.0
7,6,33.0,7.55,123.5,1,5.0
16,8,24.6,8.15,123.3,2,6.0
7,0,23.1,6.69,89.6,1,6.0
18,4,34.2,9.65,151.9,2,15.0
16,1,37.6,6.74,116.3,2,8.0
19,9,33.7,9.1,147.1,2,7.0
3,0,45.7,8.0,130.8,0,8.0
20,7,26.5,10.61,157.8,2,9.0
13,4,32.4,8.65,140.6,1,9.0
20,8,18.5,6.26,148.2,2,8.0
8,2,33.7,9.27,118.2,1,14.0
20,4,43.8,10.04,104.3,2,16.0
12,9,32.4,5.87,133.0,1,1.0
2,0,38.7,8.77,91.7,0,6.0
9,3,43.5,9.03,120.6,1,12.0
3,2,32.4,7.74,106.2,0,6.0
19,3,32.4,5.09,113.2,2,15.0
7,0,44.6,7.64,141.9,1,9.0
5,0,33.8,7.3,140.6,0,10.0
12,2,38.3,9.84,126.8,1,17.0
9,2,17.8,8.0,136.4,1,8.0
2,1,36.8,7.51,119.2,0,5.0
17,7,36.1,7.3,129.9,2,7.0
17,2,21.4,8.39,136.0,2,9.0
15,3,24.3,8.07,118.2,1,8.0
13,2,36.8,7.05,147.5,1,7.0
9,2,29.6,8.32,154.8,1,11.0
11,3,40.9,7.33,114.5,1,7.0
11,3,34.5,4.89,101.6,1,3.0
4,1,32.5,8.8,105.6,0,11.0
2,0,30.6,8.69,116.6,0,9.0
6,0,34.3,8.24,128.9,0,13.0
10,5,38.4,7.47,97.4,1,6.0
4,1,36.3,7.91,121.6,0,8.0
3,0,28.6,8.0,125.8,0,6.0
18,4,41.9,7.24,136.5,2,14.0
8,3,37.3,9.03,142.2,1,10.0
12,1,35.1,6.23,138.0,1,10.0
11,2,32.7,8.2,165.8,1,13.0
15,3,36.0,8.03,151.9,1,13.0
15,2,17.3,9.2,134.4,1,9.0
6,1,33.9,6.9,110.6,0,5.0
17,9,45.1,7.03,116.5,2,11.0
8,2,33.8,6.33,101.4,1,2.0
17,1,32.7,7.32,133.1,2,11.0
9,4,27.2,8.31,136.6,1,10.0
3,0,35.9,5.84,147.9,0,7.0
16,8,30.4,7.47,135.3,2,10.0
1,0,42.5,8.73,151.1,0,11.0
16,6,25.1,7.88,151.5,2,8.0
1,1,28.4,8.0,109.4,0,8.0
5,1,27.2,6.19,119.6,0,6.0
13,1,46.7,7.88,129.8,1,7.0
19,4,30.5,8.03,115.9,2,16.0
9,1,27.6,7.8,129.9,1,11.0
3,4,15.3,8.18,136.0,0,9.0
5,1,24.7,7.63,127.5,0,8.0
18,7,36.2,7.45,130.0,2,14.0
15,5,36.2,8.0,111.1,1,4.0
3,2,26.8,9.17,129.9,0,7.0
8,1,27.2,6.53,138.7,1,10.0
6,0,46.9,8.19,114.7,0,19.0
4,2,53.6,10.18,104.1,0,14.0
17,9,41.2,9.32,154.6,2,15.0
13,4,44.5,8.61,165.0,1,11.0
4,0,46.2,8.0,134.7,0,10.0
14,7,49.7,7.85,122.8,1,11.0
9,4,29.6,6.92,150.9,1,2.0
2,1,25.0,7.7,139.4,0,6.0
9,0,46.7,8.69,129.9,1,9.0
4,1,24.3,8.47,149.4,0,9.0
5,3,23.8,8.95,129.9,0,4.0
18,7,24.0,9.46,129.9,2,7.0
15,0,30.9,7.81,137.3,1,12.0
3,0,16.1,8.23,132.3,0,7.0
18,6,20.5,5.72,142.7,2,4.0
12,5,27.0,10.71,153.9,1,5.0
18,5,22.4,7.5,99.0,2,7.0
15,6,40.5,8.78,130.8,1,7.0
7,3,32.1,7.5,168.0,1,3.0
